Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
2541,6625,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-04-26,
9672,7120,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-03-10,
2733,7412,Ride Issue,The driver took a longer route to increase the fare.,Closed,2021-03-09,2023-02-20
5144,1157,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2021-09-01,
7760,3369,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2020-05-29,
4405,5692,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-10-31,2023-03-14
5956,1766,Ride Issue,I was charged incorrectly for my last ride.,Open,2020-02-24,2022-06-06
1735,7073,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-07-04,
3936,3761,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2021-10-12,2020-02-01
8490,4702,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-06-01,
4571,8198,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2022-06-30,2023-09-26
583,8251,Ride Issue,The driver was rude and unprofessional.,Resolved,2021-10-28,
5464,1735,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-07-17,
4791,2224,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2022-09-07,2021-10-08
757,3175,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-07-09,2023-05-21
3514,7944,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-07-27,
9194,2048,Ride Issue,The driver was rude and unprofessional.,Resolved,2023-06-18,
1536,3825,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-05-20,
2419,3309,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-02-23,
7144,3952,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-04-27,2021-08-03
6552,7385,Ride Issue,The driver arrived late and didn't apologize.,Open,2020-07-14,
6286,1916,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-11-04,
8576,8229,Ride Issue,The driver was rude and unprofessional.,Resolved,2022-06-09,
5606,8733,Ride Issue,The driver was rude and unprofessional.,Open,2020-02-03,2020-01-27
5679,8741,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-06-22,2020-11-28
3268,6816,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-08-26,
3268,6816,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-08-26,
1596,3527,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2020-11-10,
494,9163,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2022-05-01,2023-12-09
1598,9810,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2022-10-21,
6028,2011,Ride Issue,The driver was rude and unprofessional.,In Progress,2023-10-28,2020-10-16
6380,4711,Ride Issue,The driver was rude and unprofessional.,Resolved,2020-08-26,2020-03-26
3071,7668,Ride Issue,The driver was rude and unprofessional.,Closed,2022-08-16,
8134,8435,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-06-09,2021-10-02
8776,5695,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-04-14,2023-04-29
8538,1153,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-02-17,2022-12-20
6179,1496,Ride Issue,The driver arrived late and didn't apologize.,Closed,2022-03-16,
9944,2696,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-09-24,
7028,1192,Ride Issue,The driver was rude and unprofessional.,Resolved,2022-11-18,2023-01-08
8134,8435,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-06-09,2021-10-02
1957,9057,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-10-14,
4905,9892,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2023-01-10,
1478,4723,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-01-02,
6380,4711,Ride Issue,The driver was rude and unprofessional.,Resolved,2020-08-26,2020-03-26
9759,2928,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2023-09-26,
9136,6673,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-02-19,
2972,7483,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-07-26,
7594,6208,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-09-05,2020-07-16
5813,8021,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-07-01,
3574,5698,Ride Issue,The driver was rude and unprofessional.,Closed,2023-03-15,
8412,3298,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2023-01-06,2023-06-14
8984,4262,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-08-22,2022-11-11
7996,6368,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-09-16,
948,3710,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-08-17,
9493,2549,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-05-28,2023-06-17
8050,6489,Ride Issue,The driver was rude and unprofessional.,Open,2023-07-03,2021-04-05
688,6703,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2020-01-09,2021-10-25
2669,1475,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2022-03-04,2021-08-01
662,7971,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-09-18,2022-11-09
1780,4619,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2021-12-17,2023-02-18
1916,9900,Ride Issue,The driver arrived late and didn't apologize.,Closed,2023-01-29,
2773,6529,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-03-05,2021-09-26
9726,9159,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-01-20,2020-10-18
2788,8949,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-06-30,2021-04-20
7718,2499,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-11-18,2023-12-07
9366,2991,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-04-29,2020-08-12
7124,3514,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-08-10,2020-06-16
733,5863,Ride Issue,I was charged incorrectly for my last ride.,Closed,2023-05-11,2023-10-12
2503,8483,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2023-10-03,
6885,1175,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-07-31,2022-11-22
2106,3373,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-09-08,2021-08-24
6344,6904,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-12-08,
2488,7358,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-01-13,2023-09-26
2361,9879,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-08-28,2020-10-10
2978,1299,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-05-26,2021-10-27
7040,9605,Ride Issue,The driver was rude and unprofessional.,Closed,2022-12-02,
5852,2008,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2022-12-26,2023-12-24
7756,2436,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-07-19,
8260,3589,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-12-09,
9736,9289,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-06-06,
406,7809,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-04-21,2020-02-29
8921,4801,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-08-05,
43,8216,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-04-04,
1503,3724,Ride Issue,I was charged incorrectly for my last ride.,Open,2020-08-17,
1604,5288,Ride Issue,The driver was rude and unprofessional.,Closed,2021-07-17,
8671,6678,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-02-06,
2282,3520,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-08-03,
8289,8227,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2022-04-23,
4568,5580,Ride Issue,The driver took a longer route to increase the fare.,Closed,2021-02-02,
948,3710,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-08-17,
9078,5004,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-10-20,
3161,4250,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-02-04,
2859,5376,Ride Issue,The driver was rude and unprofessional.,Closed,2023-11-18,2022-05-29
3030,2404,Ride Issue,The driver was rude and unprofessional.,In Progress,2020-08-04,2021-01-08
3109,4540,Ride Issue,I was charged incorrectly for my last ride.,Closed,2021-03-14,2021-01-31
8949,1907,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2022-08-19,
267,2652,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-12-20,2020-02-25
3410,8008,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2022-01-16,
9994,5993,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-05-05,
5781,9434,Ride Issue,The driver arrived late and didn't apologize.,Closed,2022-05-17,
9925,1036,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-06-13,
8516,2347,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-12-17,
8576,8229,Ride Issue,The driver was rude and unprofessional.,Resolved,2022-06-09,
4170,6624,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-09-02,2023-01-14
3378,8028,Ride Issue,The driver was rude and unprofessional.,Closed,2021-12-26,
322,2727,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-01-14,2020-04-30
8328,7862,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-04-28,2022-08-20
1556,7963,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2020-05-26,2021-08-20
6663,1851,Ride Issue,The driver was rude and unprofessional.,Open,2020-02-16,
577,8252,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2021-07-27,
9248,5239,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-05-04,
912,6157,Ride Issue,The driver took a longer route to increase the fare.,Open,2021-10-20,2023-02-14
7760,3369,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2020-05-29,
1408,9813,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2021-06-27,
6686,8074,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2022-03-24,
1643,4499,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-04-02,2021-11-09
1535,7954,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2022-10-28,2021-09-08
4990,2064,Ride Issue,The driver was rude and unprofessional.,Open,2020-08-05,2023-03-15
5706,7734,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-08-12,
2234,9913,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2022-06-04,
9909,5573,Ride Issue,I was charged incorrectly for my last ride.,Closed,2021-07-31,
5180,3440,Ride Issue,The driver was rude and unprofessional.,In Progress,2022-07-27,
3093,8740,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-04-27,2020-04-11
9563,6076,Ride Issue,The driver arrived late and didn't apologize.,Closed,2021-12-10,2021-08-20
8095,4769,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2020-07-06,2023-02-11
5434,7547,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-06-25,
8705,1555,Ride Issue,I was charged incorrectly for my last ride.,Closed,2021-09-16,2020-10-16
6276,9438,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-04-20,2023-05-19
3982,7982,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2022-06-26,2023-07-02
9625,9568,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2020-07-09,2020-02-12
5032,3829,Ride Issue,I was charged incorrectly for my last ride.,Closed,2023-01-27,
1381,1743,Ride Issue,The driver arrived late and didn't apologize.,Closed,2022-01-03,
3668,9581,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-04-23,
9460,3374,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-12-03,
9973,4749,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-07-31,
3850,7237,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-07-29,
7256,8826,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2022-10-07,
6439,1171,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2022-05-11,2020-10-18
6555,5870,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2023-11-29,2023-11-10
8834,6333,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-03-04,
861,1766,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-10-16,2022-04-13
1444,3060,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-12-29,2023-10-12
466,9839,Ride Issue,The driver was rude and unprofessional.,Resolved,2020-02-25,
757,3175,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-07-09,2023-05-21
1417,8748,Ride Issue,The driver was rude and unprofessional.,Open,2020-07-10,2022-02-01
7158,5762,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-01-26,
8751,8967,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-12-07,2022-02-03
2598,6171,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-05-20,2023-11-11
7476,8393,Ride Issue,The driver took a longer route to increase the fare.,Closed,2021-04-13,
6046,7684,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-06-19,
3080,7531,Ride Issue,The driver arrived late and didn't apologize.,Closed,2023-12-28,
9641,3096,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2022-10-14,2023-12-29
3126,6780,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-04-26,2023-02-26
6814,4752,Ride Issue,The driver was rude and unprofessional.,Open,2023-01-08,2021-02-21
8812,4631,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-08-03,
9564,6275,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2022-12-26,2022-10-29
5312,1243,Ride Issue,The driver was rude and unprofessional.,Open,2023-02-19,2020-12-31
5038,4657,Ride Issue,The driver was rude and unprofessional.,Open,2021-07-31,2021-09-10
2010,7323,Ride Issue,The vehicle was not clean and smelled bad.,Open,2022-05-18,
2004,9801,Ride Issue,The driver was rude and unprofessional.,Open,2022-04-26,
3131,9488,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-02-13,2020-04-07
9231,7445,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-02-22,2023-09-23
3735,9023,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2020-08-09,2023-09-02
8905,8787,Ride Issue,The driver was rude and unprofessional.,In Progress,2022-06-11,2020-09-05
6722,6250,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-07-19,2021-04-10
1880,7269,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-02-07,
7362,5103,Ride Issue,The driver was rude and unprofessional.,In Progress,2022-04-03,2021-08-31
3384,5361,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-03-14,2021-09-21
